"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[1192]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","PITON DE BERT","-21.25","-21.25","55.75","55.75","SAE","","","s_BE1979 [1192]","TRANSITIONAL BASALT [1192]","","","","HOLOCENE [1192]","","","1979","","VOL","","","","","WR [1192] ","49.2","2.66","","14.47","","","","10.66","11.67","6.47","0.17","","0.82","2.62","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","334","203","","","39","77","108","","","","","","","21","382","","202","","","","","","","","","","","","","1","177","","49.5","","27.8","6.37","2.09","6.55","","5.22","","2.82","","2.26","","","","","","","","","","","","","","2.89","","","","","","","","","","","","","","","","","","","","","","","","","","14637",
"[1192]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","PITON DE BERT","-21.25","-21.25","55.75","55.75","SAE","","","s_BE1981 [1192]","TRANSITIONAL BASALT [1192]","","","","HOLOCENE [1192]","","","1981","","VOL","","","","","WR [1192] ","49.39","2.68","","14.39","","","","10.74","11.47","6.36","0.17","","0.81","2.62","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320","145","","","43","74","107","","","","","","","20","376","","197","","","","","","","","","","","","","0.9","155","","50.2","","28.1","6.56","2.2","6.72","","5.83","","2.95","","2.35","","","","","","","","","","","","","","2.69","","","","","0.70419","","","","","","","","","","","","","","","","","","","","","14639",
"[1192]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","NEAR DOLOMIEU CRATER","-21.25","-21.25","55.75","55.75","SAE","","","s_SO1981 [1192]","TRANSITIONAL BASALT [1192]","","","","HOLOCENE [1192]","","","1981","","VOL","","","","","WR [1192] ","49.03","2.7","","14.48","","","","10.81","11.45","6.32","0.17","","0.82","2.61","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322","123","","","41","71","109","","","","","","","20","379","","203","","","","","","","","","","","","","1","153","","49.9","","27.7","6.46","2.18","6.83","","5.64","","2.87","","2.35","","","","","","","","","","","","","","2.73","","","","","","","","","","","","","","","","","","","","","","","","","","14641",
"[1192]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","NEAR DOLOMIEU CRATER","-21.25","-21.25","55.75","55.75","SAE","","","s_A1985-2 [1192]","TRANSITIONAL BASALT [1192]","","","","HOLOCENE [1192]","","","1985","","VOL","","","","","WR [1192] ","49.28","2.7","","14.45","","","","10.8","11.26","6.5","0.18","","0.83","2.65","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306","177","","","44","75","107","","","","","","","20","378","","197","","","","","","","","","","","","","1","162","","52.5","","31","7.35","2.45","7.35","","6.77","","3.39","","2.73","","","","","","","","","","","","","","2.66","","","","","","","","","","","","","","","","","","","","","","","","","","14645",
"[1192]","OCEAN ISLAND","MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE","NEAR DOLOMIEU CRATER","-21.25","-21.25","55.75","55.75","SAE","","","s_A1985-3 [1192]","TRANSITIONAL BASALT [1192]","","","","HOLOCENE [1192]","","","1985","","VOL","","","","","WR [1192] ","49.02","2.7","","14.4","","","","10.85","11.17","6.63","0.18","","0.81","2.66","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309","230","","","46","79","105","","","","","","","19","382","","201","","","","","","","","","","","","","1.1","155","","48.8","","26.7","6.3","2.2","6.7","","5.5","","2.8","","2.61","","","","","","","","","","","","","","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","14646",
"[635]","OCEAN ISLAND","MADEIRA ARCHIPELAGO / PORTO SANTO","TOP OF PICO ESPIGAO, CENTER OF DIKE 2 M WIDE","33.07","33.07","-16.33","-16.33","SAE","270","270","s_M54 [635]","TRANSITIONAL BASALT [635]","","","","","","","","","VOL","","","","","WR [635] ","46.8","2.3","","17.1","","3.5","8.45","","9.8","5.2","0.21","","0.8","3.2","0.63","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14701",
"[4071][126][71][11847][16249][138][137]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI / DREDGE 18 / SHIELD STAGE / NORTHERN RIFT ZONE","","18.95","18.96","-155.27","-155.28","SAQ","-1431","-1431","s_KK18-8 [4071]","THOLEIITIC BASALT [4071] / TRANSITIONAL BASALT [126] / NOT GIVEN [16249]","","","","","","","","","VOL","","","F","HE3_HE4(R/R(A)) from GLASS [137]","GL [4071] / WR [11847] / MIN [137] ","48.1","2.79","","12.6","","1.36","10.57","","12.3","7.6","0.18","","0.5","2.47","0.27","0.6","","","","0.12","","0.06","0.13","","0.051","","","","","0.21","","","","","","","","","","","","","","","4.5","0.8","","55","47","","","","","","","840","","","35.4","17031","","338","","","","","","","","","","","","9.12","349","21.9","125","16.3","","","","","","","","","","","","0.09","123","13.8","32.9","4.62","20.7","5.33","1.83","5.5","0.87","4.89","0.92","2.24","0.29","1.69","0.24","3.48","","","","","","","","","","1.2","","0.99","0.28","0.5129299","","","0.703675","","","","","","","","","","","","","","","","32.3","","","","","1471",
"[22680]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI","S RIFT","18.9055","18.9055","-155.314","-155.314","SAQ","-1180","","s_ALV1804-21 [22680]","TRANSITIONAL BASALT [22680]","","","","","","","","","VOL","","","","","WR [22680] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0000000169","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.64","","","","","1472968",
"[22680]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI","S RIFT","18.9055","18.9055","-155.314","-155.314","SAQ","-1180","","s_ALV1804-21 [22680]","TRANSITIONAL BASALT [22680]","","","","","","","","","VOL","","","","","GL [22680] ","","","","","","","","","","","","","","","","0.478600966121495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1472996",
"[22680]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI","S RIFT","18.9055","18.9055","-155.314","-155.314","SAQ","-1180","","s_ALV1804-21 [22680]","TRANSITIONAL BASALT [22680]","","","","","","","","","VOL","","","","","GL [22680] ","","","","","","","","","","","","","","","","0.490133086020151","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1472997",
"[22680]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI","S RIFT","18.9055","18.9055","-155.314","-155.314","SAQ","-1180","","s_ALV1804-21 [22680]","TRANSITIONAL BASALT [22680]","","","","","","","","","VOL","","","","","GL [22680] ","","","","","","","","","","","","","","","","0.463386793947669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1472998",
"[22680]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI","S RIFT","18.9055","18.9055","-155.314","-155.314","SAQ","-1180","","s_ALV1804-21 [22680]","TRANSITIONAL BASALT [22680]","","","","","","","","","VOL","","","","","GL [22680] ","","","","","","","","","","","","","","","","0.510951773534576","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1472999",
"[141][126][132][137][47]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI / DREDGE 24 / PRE-SHIELD STAGE","SUMMIT, WEST PIT","18.9","18.9","-155.26","-155.27","SAQ","","","s_24-7 [141] / s_KK24-7 [126]","TRANSITIONAL BASALT [141] / BASALT [47]","","","","","","","","","VOL","","","F","HE3_HE4(R/R(A)) from GLASS [137]","WR [141] / GL [126] / MIN [137] ","46.9","2.34","","12.5","","2.78","10.83","","11.4","9.86","0.18","","0.49","2.35","0.25","0.55","0.52","","","0.11","","0.05","0.11","","","","","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","3965","","30.5","","300","508","","","65","190","","","","","","","","10.01","377","17","128","15","","","","","","","","","","","","","130","13.2","32.5","","19.65","4.61","1.63","","0.66","","","","","1.56","0.22","3.3","0.96","","","","","","","","","","","0.8","","0.513053","","","0.70353","","18.342","","15.49","","38.114","","","","","","","","","","22.7","180100","","","","1475",
"[141][136][74][71][132][409][123]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI / DREDGE 25 / NORTHERN RIFT ZONE","","18.86","18.86","-155.24","-155.26","SAQ","","","s_25-4 [141] / s_KK25-4 [136] / s_KK-25-4 [123]","TRANSITIONAL BASALT [141] / BASALT [74] / THOLEIITIC BASALT [123]","","","","","","","","","VOL","","","F","HE(CCMSTP/G) from GROUNDMASS [136]","WR [141] / MIN [136] / GL [74] ","46.9","2.63","","12.5","","3.22","9.25","","11","9.63","0.19","","0.55","2.4","0.27","","0.51","0.16","","","","","","","","","","","","","","","","","","0.000000067","","","","","","","","","","","1.44","220","","","","","","","","","4510","","31.5","","350","499","","","69","220","","","","","","","","9.79","381","21","134","17","","","","","","","","","","","0.04","","141","13.5","34.9","","21.17","5.05","1.83","","0.79","","","","","1.98","0.27","3.7","1.01","","","","","","","","","","","0.7","0.295","0.512951","","","0.70365","","18.418","","15.477","","38.118","","","","","","","","","","22.8","","","","","1476",
"[141][126][408][4071][136][74][71][132][409][123][137][242]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI / DREDGE 17 / NORTHERN RIFT ZONE","","18.98","18.99","-155.27","-155.28","SAQ","-1572","-1662","s_17-2 [141] / s_KK17-2 [126] / s_KK-17-2 [123]","ALKALI BASALT [141] / TRANSITIONAL BASALT [126] / BASALT [408] / THOLEIITIC BASALT [123]","","","","","","","","","VOL","","","F","HE3_HE4(R/R(A)) from GLASS [137]","WR [141] / GL [126] / MIN [137] ","46.3","3.27","","13.6","","3.65","10.44","11.57","11.8","6.58","0.17","","0.91","2.75","0.38","0.85","1.15","0.2","","0.08","","0.11","0.13","","0.113","","","","","0.203","","","","","","0.00000024","","","","","","","","","","","2.37","31","52","","","","","","","690","7585","","29.1","","360","222","","","52","100","","","","","","","","15.91","554","21","182","26","","","","","","","","","","","0.164","","218","22.1","49.9","","29.78","6.81","2.37","","0.96","","","","","2","0.27","4.7","1.58","","","","","","","","","","","1.5","0.52","0.51305","","","0.70361","","18.447","","15.488","","38.177","","","","","","","","","","25","32975","","","","1478",
"[141][136][132]","SEAMOUNT","HAWAIIAN ISLANDS / LOIHI / DREDGE 21 / PRE-SHIELD STAGE","SUMMIT","18.93","18.93","-155.25","-155.26","SAQ","-1060","-1124","s_21-2 [141] / s_KK21-2 [136]","TRANSITIONAL BASALT [141]","","","","","","","","","VOL","","","F","","WR [141] / GL [136] ","48.9","3.56","","14.3","","3.64","8.96","","9.47","4.65","0.19","","0.88","3.5","0.46","0.93","0.7","0.14","","","","","","","","","","","","","","","","","","0.0000000028","","","","","","","","","","","","166","","","","","","","","","7450","","24","","390","24","","","40","40","","","","","","","","17.6","453","35","236","26","","","","","","","","","","","","","230","22.8","57.6","","36.1","8.19","2.74","","1.3","","","","","3.54","0.53","6.2","1.65","","","","","","","","","","","1.6","","0.513064","","","0.70352","","18.504","","15.499","","38.16","","","","","","","","","","5.4","","","","","1479",
"[6480]","INTRAPLATE VOLCANICS","NEW ZEALAND / NORTH ISLAND / NORTHLAND VOLCANIC ZONE / KERIKERI","PUHIPUHI REGION","-35.3","-35.3","173.9","173.9","SAE","","","s_AU37628 [6480]","TRANSITIONAL BASALT [6480]","","","","QUATERNARY [6480]","","","","SERIATE PORPHYRITIC [6480] ","VOL","","","","","WR [6480] ","48.44","1.33","","17.19","","","","8.4","11.06","8.37","0.15","","0.4","2.71","0.24","0.43","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138","212","","","","112","70","56","","","","","","7","385","57","102","8","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149061",
"[6480]","INTRAPLATE VOLCANICS","NEW ZEALAND / NORTH ISLAND / NORTHLAND VOLCANIC ZONE / KERIKERI","KAIKOHE-BAY OF ISLANDS","-35.3","-35.3","173.9","173.9","SAE","","","s_AU37663 [6480]","TRANSITIONAL BASALT [6480]","","","","QUATERNARY [6480]","","","","SERIATE PORPHYRITIC [6480] ","VOL","","","","","WR [6480] ","48.51","1.77","","17","","","","9.03","10.14","7.18","0.16","","0.94","3","0.42","0.74","","","","","","","","","","","","","","","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192","103","","","","71","52","69","","","","","","15","512","24","146","27","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149062",
"[6480]","INTRAPLATE VOLCANICS","NEW ZEALAND / NORTH ISLAND / NORTHLAND VOLCANIC ZONE / KERIKERI","KAIKOHE-BAY OF ISLANDS","-35.3","-35.3","173.9","173.9","SAE","","","s_AU37620 [6480]","TRANSITIONAL BASALT [6480]","","","","QUATERNARY [6480]","","","","SERIATE PORPHYRITIC [6480] ","VOL","","","","","WR [6480] ","49.08","0.81","","18.31","","","","8.78","10.48","8.17","0.16","","0.19","3.05","0.1","0.25","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","180","","","","119","75","58","","","","","","7","232","26","59","4","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149063",
"[6494]","CONTINENTAL FLOOD BASALT","RAJAHMUNDRY TRAPS / RAJAHMUNDRY TRAPS / LOWER RAJAHMUNDRY LAVA GROUP","GAURIPATNAM QUARRY NEAR TEMPLE, 70 KM POST ON ROAD TOWARDS ELURU","17.05","17.05","81.57","81.57","SAE","","","s_1 [6494]","TRANSITIONAL BASALT [6494]","","","","","","","","","VOL","","","","","WR [6494] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","33","4.3","16","4.6","1","4.3","0.67","3.8","0.79","1.8","","1.53","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149827",
"[6494]","CONTINENTAL FLOOD BASALT","RAJAHMUNDRY TRAPS / RAJAHMUNDRY TRAPS / LOWER RAJAHMUNDRY LAVA GROUP","GAURIPATNAM QUARRY NEAR TEMPLE, 70 KM POST ON ROAD TOWARDS ELURU","17.05","17.05","81.57","81.57","SAE","","","s_2 [6494]","TRANSITIONAL BASALT [6494]","","","","","","","","","VOL","","","","","WR [6494] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","28","3.2","16","4","1.2","3.5","0.48","2.4","0.44","0.98","","0.75","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149828",
"[6494]","CONTINENTAL FLOOD BASALT","RAJAHMUNDRY TRAPS / RAJAHMUNDRY TRAPS / LOWER RAJAHMUNDRY LAVA GROUP","GAURIPATNAM QUARRY NEAR TEMPLE, 70 KM POST ON ROAD TOWARDS ELURU","17.05","17.05","81.57","81.57","SAE","","","s_3 [6494]","TRANSITIONAL BASALT [6494]","","","","","","","","","VOL","","","","","WR [6494] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","9","1","4.3","1.1","0.29","1","0.16","0.96","0.22","0.53","","0.44","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149829",
"[6494]","CONTINENTAL FLOOD BASALT","RAJAHMUNDRY TRAPS / RAJAHMUNDRY TRAPS / LOWER RAJAHMUNDRY LAVA GROUP","GAURIPATNAM QUARRY NEAR TEMPLE, 70 KM POST ON ROAD TOWARDS ELURU","17.05","17.05","81.57","81.57","SAE","","","s_4 [6494]","TRANSITIONAL BASALT [6494]","","","","","","","","","VOL","","","","","WR [6494] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","31","3.9","16","4.4","1.5","4","0.59","3.4","0.62","1.7","","1","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149830",
"[6494]","CONTINENTAL FLOOD BASALT","RAJAHMUNDRY TRAPS / RAJAHMUNDRY TRAPS / LOWER RAJAHMUNDRY LAVA GROUP","GAURIPATNAM QUARRY NEAR TEMPLE, 70 KM POST ON ROAD TOWARDS ELURU","17.05","17.05","81.57","81.57","SAE","","","s_5 [6494]","TRANSITIONAL BASALT [6494]","","","","","","","","","VOL","","","","","WR [6494] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.2","22","2.9","13","3.4","1","3.6","0.52","2.8","0.51","1.3","","0.85","0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149831",
"[6494]","CONTINENTAL FLOOD BASALT","RAJAHMUNDRY TRAPS / RAJAHMUNDRY TRAPS / LOWER RAJAHMUNDRY LAVA GROUP","LOWER BENCHES OF GAURIPATNAM QUARRIES","17.05","17.05","81.56","81.56","SAE","","","s_6 [6494]","TRANSITIONAL BASALT [6494]","","","","","","","","","VOL","","","","","WR [6494] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","26","3.3","14","4","1","3.8","0.59","3.6","0.67","1.9","","1.5","0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149832",
"[22956]","CONVERGENT MARGIN","HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU","KRKWAMY","35","35.29","139","139","SAE","","","s_8561101 [22956]","TRANSITIONAL BASALT [22956]","","","","","","","","","VOL","","","","","WR [22956] ","49.56","2.35","","16.24","","","","9.66","6.92","4.7","0.16","","2.32","4.22","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.512641","","","0.704494","","18.0314","","15.5471","","38.4427","","","","","","","","","","","","","","","1536664",
"[22956]","CONVERGENT MARGIN","HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU","UEDAMY","35","35.29","139","139","SAE","","","s_8561108 [22956]","TRANSITIONAL BASALT [22956]","","","","","","","","","VOL","","","","","WR [22956] ","59.75","0.48","","18.01","","","","5.71","2.59","0.67","0.18","","4.15","5.8","0.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.51262","","","0.70467","","18.0278","","15.5509","","38.4413","","","","","","","","","","","","","","","1536665",
"[22956]","CONVERGENT MARGIN","HONSHU ARC / SOUTHWESTERN HONSHU ARC / HONSHU","SHINCH2","35","35.29","139","139","SAE","","","s_8580709 [22956]","TRANSITIONAL BASALT [22956]","","","","","","","","","VOL","","","","","WR [22956] ","50.08","2.06","","14.62","","","","7.53","8.75","6.09","0.11","","3.42","3.23","1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5125","","","0.705842","","18.4044","","15.6121","","38.6822","","","","","","","","","","","","","","","1536667",
"[1195][20791][3061][3112]","OCEAN ISLAND","AZORES / PICO","","38.47","38.47","-28.3","-28.3","SAE","","","s_AZP5 [1195]","TRANSITIONAL BASALT [1195]","","","","","","","","","VOL","","","F","","WR [1195] ","","","","","","","","","","16.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","","","","","0.056","0.053","1.1","","0.00045","","","","15.5","33.6","4.2","","","","","","","","","","1.3","","","","","","","","","","","","1.06","","","0.29","0.512911","","","0.703696","","19.432","","15.61","","38.938","","","","","","","","","","","","","","","15432",
"[9013][9014]","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA","SUBMARINE HILINA BENCH, BRECCIA CLASTS MANTLING HILINA BENCH","19.01","19.01","-155.12","-155.12","SAQ","-2988","-2988","s_K207-2 [9013]","TRANSITIONAL BASALT [9013] / BASALT [9014]","","","","","","","","","VOL","","","","","WR [9013] ","47.77","3.407","","14.31","","","","12.51","10.56","7.5","0.158","","0.572","2.89","0.319","","","","","","","","","","","","","","","","0.85","","","","","","","","","","","","","","2.09","0.92","","","","","","","","","","","","","","","402","193","","","","146","95","124","23.1","","","","","4.88","466","24.2","157","17.1","","","","","","","","","0.05","","","0.07","106","13.5","33.8","4.72","22","5.7","1.99","5.97","0.95","5.38","0.99","2.35","0.33","2.03","0.29","4.22","1.07","","","","","","","","0.03","1.33","","0.99","0.35","","","","","","","","","","","","","","","","","","","","","","","","","157472",
"[9013][9014]","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA","SUBMARINE HILINA BENCH, BRECCIA CLASTS MANTLING HILINA BENCH","19.01","19.01","-155.12","-155.12","SAQ","-2883","-2883","s_K207-3 [9013]","TRANSITIONAL BASALT [9013] / BASALT [9014]","","","","","","","","","VOL","","","","","WR [9013] ","47.09","3.074","","13.89","","","","12.45","10.05","9.92","0.151","","0.495","2.61","0.273","","","","","","","","","","","","","","","","0.42","","","","","","","","","","","","","","2.14","1.07","","","","","","","","","","","","","","","372","275","","","","268","101","127","21.3","","","","","8.78","441","28","181","20.1","","","","","","","","","0.07","","","0.09","125","16.1","39.8","5.5","25.1","6.61","2.28","6.86","1.09","6.26","1.14","2.79","0.39","2.36","0.33","4.86","1.24","","","","","","","","0.04","1.74","","1.17","0.39","","","","","","","","","","","","","","","","","","","","","","","","","157473",
"[9013][9014]","OCEAN ISLAND","HAWAIIAN ISLANDS / HAWAII / KILAUEA","SUBMARINE HILINA BENCH, BRECCIA CLASTS MANTLING HILINA BENCH","19.01","19.01","-155.12","-155.12","SAQ","-2883","-2883","s_K207-4 [9013]","TRANSITIONAL BASALT [9013] / BASALT [9014]","","","","","","","","","VOL","","","","","WR [9013] ","47.36","3.33","","14.8","","","","12.06","10.89","7.64","0.147","","0.496","2.89","0.31","","","","","","","","","","","","","","","","0.25","","","","","","","","","","","","","","2.21","1.14","","","","","","","","","","","","","","","407","181","","","","173","103","117","22.9","","","","","9.87","477","29.4","204","21.6","","","","","","","","","0.11","","","0.16","135","17","42.4","5.87","27.7","6.95","2.39","7.29","1.15","6.48","1.2","2.9","0.41","2.46","0.35","5.27","1.35","","","","","","","","0.04","1.47","","1.28","0.39","","","","","","","","","","","","","","","","","","","","","","","","","157474",
