"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[20128]","CONTINENTAL FLOOD BASALT","FRANKLIN LARGE IGNEOUS PROVINCE / VICTORIA ISLAND / NATKUSIAK FLOOD BASALTS","SOUTHERN LOBE","71","71","-112","-112","SAE","","","s_10RAT-NW-16B02 [20128]","TRACHYBASALT [20128]","720000000 [20128]","720000000 [20128]","NEO [20128]","PROTEROZOIC [20128]","","","","","VOL","","","","","WR [20128] ","48.33","1.04","","15.69","","","10.86","10.86","7.58","8.99","0.15","","3.31","2.59","0.06","","","","","","","","","","","","","","","","7.48","","","","","","","","","","","","","","","","","","","","","","","","0.02","","","","44.44","","314.66","443.03","","","49.55","148.17","57.3","72.61","","","0","","","","133.51","","","","","","","","","31.59","","","","","","","219.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025977",
"[20128]","CONTINENTAL FLOOD BASALT","FRANKLIN LARGE IGNEOUS PROVINCE / VICTORIA ISLAND / NATKUSIAK FLOOD BASALTS","SOUTHERN LOBE","71","71","-112","-112","SAE","","","s_10RAT-NW-16B03 [20128]","TRACHYBASALT [20128]","720000000 [20128]","720000000 [20128]","NEO [20128]","PROTEROZOIC [20128]","","","","","VOL","","","","","WR [20128] ","48.44","1.11","","15.7","","","12.21","12.21","6.7","8.38","0.15","","3.57","2.11","0.07","","","","","","","","","","","","","","","","7.48","","","","","","","","","","","","","","","","","","","","","","","","0.03","","","","46.05","","342.3","393.03","","","46.8","120.76","163.33","78.81","","","0","","","","148.95","","","","","","","","","37.37","","","","","","","220.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025978",
"[20128]","CONTINENTAL FLOOD BASALT","FRANKLIN LARGE IGNEOUS PROVINCE / VICTORIA ISLAND / NATKUSIAK FLOOD BASALTS","SOUTHERN LOBE","71","71","-112","-112","SAE","","","s_10RAT-NW-67A01 [20128]","TRACHYBASALT [20128]","720000000 [20128]","720000000 [20128]","NEO [20128]","PROTEROZOIC [20128]","","","","","VOL","","","","","WR [20128] ","50.01","1.09","","14.84","","","10.51","10.5","7.51","8.19","0.2","","3.83","2.22","0.06","","","","","","","","","","","","","","","","4.07","","","","","","","","","","","","","","","","","","","","","","","","0.02","","","","44.02","","321.86","375.93","","","42.45","127.32","51.64","85.24","","","0","","","","2119.2","","","","","","","","","35.17","","","","","","","279.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1025986",
"[20210]","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW GUINEA","SOUTHEASTERN PAPUA, FIFE BAY VOLCANICS","-10.6","-10.6","150.02","150.02","SAE","","","s_592 [20210]","TRACHYBASALT [20210]","","","","","","","","","VOL","","","","","WR [20210] ","48.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","606","","","","","","","","","","","","","","","","312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70437","","","","","","","","","","","","","","","","","","","","","1026397",
"[20210]","CONVERGENT MARGIN","BISMARCK ARC - NEW BRITAIN ARC / BISMARCK ARC - NEW BRITAIN ARC / NEW GUINEA","SOUTHEASTERN PAPUA, FIFE BAY VOLCANICS","-10.6","-10.6","150.02","150.02","SAE","","","s_597 [20210]","TRACHYBASALT [20210]","","","","","","","","","VOL","","","","","WR [20210] ","46.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81","846","","","","","","","","","","","","","","","","774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70491","","","","","","","","","","","","","","","","","","","","","1026398",
"[20188]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / RESENDE-ILHA GRANDE DIKE SWARM","","-22.25","-22.25","-43.75","-43.75","SAE","","","s_BAN - 18 [20188]","TRACHYBASALT [20188]","","","UPPER [20188]","JURASSIC [20188]","","","","","VOL","","","","","WR [20188] ","50.04","3.71","","12.93","","","","13.47","7.35","4.19","0.2","","2.08","3.09","0.62","","","","","","","","","","","","","","","","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","","","","","","","","76","567","43","393","21","","","","","","","","","","","","","547","39","86","11","45","9.3","3.16","8.9","","7.5","1.5","3.8","","3.1","0.42","","","","","","","","","","","","","4.3","1","","","","","","","","","","","","","","","","","","","","","","","","","1027077",
"[20188]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / RESENDE-ILHA GRANDE DIKE SWARM","","-22.25","-22.25","-43.75","-43.75","SAE","","","s_RE - II - 22 [20188]","TRACHYBASALT [20188]","","","UPPER [20188]","JURASSIC [20188]","","","","","VOL","","","","","WR [20188] ","51.1","3.4","","13","","","","11.98","6.7","4.3","0.22","","2.4","3.5","0.7","","","","","","","","","","","","","","","","1.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","","51","661","39","351","34","","","","","","","","","","","","","770","55.53","117","","44.05","9.47","2.51","6.27","","4.55","0.83","1.84","","1.15","0.14","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","1027105",
"[20188]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / RESENDE-ILHA GRANDE DIKE SWARM","","-22.25","-22.25","-43.75","-43.75","SAE","","","s_VR - 5011B [20188]","TRACHYBASALT [20188]","","","UPPER [20188]","JURASSIC [20188]","","","","","VOL","","","","","WR [20188] ","49.8","3.5","","13.2","","","","12.74","6.9","4.1","0.22","","2.3","3.2","1.2","","","","","","","","","","","","","","","","1.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","","47","851","34","291","37","","","","","","","","","","","","","853","54.53","131","","57.65","11.48","3.05","7.72","","5.42","1.01","2.37","","1.37","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027108",
"[20188]","CONTINENTAL FLOOD BASALT","PARANA / SOUTHERN PARANA PROVINCE / RESENDE-ILHA GRANDE DIKE SWARM","","-22.25","-22.25","-43.75","-43.75","SAE","","","s_NSA-ELS-5 [20188]","TRACHYBASALT [20188]","","","UPPER [20188]","JURASSIC [20188]","","","","","VOL","","","","","WR [20188] ","51.19","3.29","","13.12","","","","11.2","6.35","3.49","0.16","","2.21","3.28","0.99","","","","","","","","","","","","","","","","2.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54","881","36","330","42","","","","","","","","","","","","","931","68.4","145","17.2","68.7","13.5","4.43","11.2","1.6","8.1","1.3","3.5","","2.7","0.38","","","","","","","","","","","","","6.9","1.6","0.512353","","","0.706962","","","","","","","","","","","","","","","","","","","","","1027113",
"[2977]","CONTINENTAL FLOOD BASALT","SIBERIAN TRAPS / PUTORANA REGION","MAIMECHA-KOTUI REGION, MAIMECHA RIVER BASIN","72","72","101","101","SAE","","","s_1988/13 [2977]","TRACHYBASALT [2977]","","","","","","","","","VOL","","","","","WR [2977] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.54","1540.4","","","","","","","","","","","","","","","","","","","","143.8","23.82","","","","","","","","","","","","","","","","","","","","","","","","0.512659","","","0.704327","","","","","","","","","","","","","","","","","","","","","102954",
