"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[2156]","OCEANIC PLATEAU","ONTONG JAVA / MAIN (HIGH) PLATEAU - MALAITA","EXPOSURE WITHIN HAUHAUMELA STREAM AT BABARUU","-7.94","-9.25","160.79","161.91","SAQ","","","s_PHN3553 [2156]","MELILITITE [2156]","","","","","","","","","VOL","","","E","","WR [2156] ","27.81","2.26","","5.78","","4.48","4.44","","16.16","16.71","0.15","","1.15","1.11","1.19","","6.61","1.67","","9.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467","","","42","384","","96","","","","","","38","839","","168","92","","","","","","","","","","","","","968","76.1","174","","73.8","13.74","4.16","","1.57","","1.15","","","1.72","0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177788",
"[2156]","OCEANIC PLATEAU","ONTONG JAVA / MAIN (HIGH) PLATEAU - MALAITA","EXPOSURE WITHIN HAUHAUMELA STREAM AT BABARUU","-7.94","-9.25","160.79","161.91","SAQ","","","s_PHN3541 [2156]","MELILITITE [2156]","","","","","","","","","VOL","","","","","WR [2156] ","29.45","2.89","","6.6","","7.57","3.06","","9.3","20.24","0.27","","0.18","0.3","1.29","","8.99","6.07","","4.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","437","","","54","390","","115","","","","","","12","306","","205","108","","","","","","","","","","","","","100","91.8","201","","82.6","16.31","4.88","","1.82","","1.15","","","1.86","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177789",
"[2156]","OCEANIC PLATEAU","ONTONG JAVA / MAIN (HIGH) PLATEAU - MALAITA","EXPOSURE WITHIN HAUHAUMELA STREAM AT BABARUU","-7.94","-9.25","160.79","161.91","SAQ","","","s_PHN3543 [2156]","MELILITITE [2156]","","","","","","","","","VOL","","","","","WR [2156] ","27.71","2.77","","6.03","","6.39","3.2","","16.39","15.17","0.17","","1.78","1.05","1.24","","5.93","2.94","","10.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419","","","47","352","","100","","","","","","55","658","","185","96","","","","","","","","","","","","","928","83.4","184","","80.5","14.84","4.39","","1.69","","","","","1.68","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177790",
"[2156]","OCEANIC PLATEAU","ONTONG JAVA / MAIN (HIGH) PLATEAU - MALAITA","EXPOSURE WITHIN HAUHAUMELA STREAM AT BABARUU","-7.94","-9.25","160.79","161.91","SAQ","","","s_PHN3552 [2156]","MELILITITE [2156]","","","","","","","","","VOL","","","","","WR [2156] ","28.4","3.01","","5.6","","","","10.53","14.21","17.1","0.18","","1.27","1.6","1.93","15.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","125","304","","102","21.74","7.05","","2.62","","1.37","","","2.69","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","177791",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","KOMORNÍ HURKA","50.1003","50.1003","12.3361","12.3361","SAE","","","s_KK1 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","38.2","3.1","","11.5","","","","11.88","12.4","12.1","0.23","","2.15","3.71","0.92","","","","","","","","","","","","","","","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","304","431","","","56","147","48","63","21","","","","","54","807","27","299","122","","","","","","","","","","","","0.4","965","89","168","18.9","69.3","11.4","3.33","9.34","1.16","5.88","0.95","2.46","0.31","1.89","0.26","6.7","6.8","","","","","","","","","2","","11.3","3.1","","","","","","19.323","","15.605","","39.119","","","","","","","","","","","","","","","1780133",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","SVÁROV","50.7052","50.7052","14.8908","14.8908","SAE","","","s_KK9 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","33.8","2.62","","7.88","","","","10.53","16.1","15.3","0.2","","1.72","1.02","1.24","","","","","","","","","","","","","","","","7.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","252","602","","","53","317","52","86","13","","","","","49","866","30","251","129","","","","","","","","","","","","0.9","737","124","248","28.2","106","17.1","4.73","12.7","1.52","7.69","1.12","2.66","0.32","1.84","0.25","5.5","8.5","","","","","","","","","5","","16.1","3.9","","","","","","20.309","","15.667","","40.152","","","","","","","","","","","","","","","1780141",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","VELKÁ CERTOVA ZED","50.6736","50.6736","14.9454","14.9454","SAE","","","s_KK10 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","39.9","2.96","","9.99","","","","10.35","13","15.7","0.18","","1.41","2.31","0.75","","","","","","","","","","","","","","","","1.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","308","842","","","59","339","76","72","14","","","","","51","873","19","224","84","","","","","","","","","","","","1","807","52","104","11.9","46.1","8.61","2.56","7.06","0.86","4.28","0.67","1.67","0.19","1.26","0.16","5.7","5.1","","","","","","","","","3","","6.4","1.6","","","","","","19.756","","15.622","","39.613","","","","","","","","","","","","","","","1780142",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","HAMERSKÝ ŠPICÁK I","50.6889","50.6889","14.8498","14.8498","SAE","","","s_KK11 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","33.1","2.47","","7.74","","","","9.72","18.6","16.9","0.19","","1.25","1.59","1.3","","","","","","","","","","","","","","","","5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","210","746","","","60","336","48","65","12","","","","","47","1420","24","197","134","","","","","","","","","","","","0.8","968","106","201","22.2","84.3","13.9","3.92","10.6","1.23","6.03","0.91","2.18","0.25","1.49","0.19","4.6","6.9","","","","","","","","","4","","12.7","2.9","","","","","","20.422","","15.644","","40.173","","","","","","","","","","","","","","","1780143",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","PELOUSEK","50.678","50.678","14.97","14.97","SAE","","","s_OC-2 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.491","","15.656","","40.21","","","","","","","","","","","","","","","1780148",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","VESEC","50.703","50.703","14.983","14.983","SAE","","","s_OC-9 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.849","","15.678","","41.135","","","","","","","","","","","","","","","1780149",
"[23858]","INTRAPLATE VOLCANICS","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF","NOVÝ LUHOV","50.708","50.708","14.75","14.75","SAE","","","s_OC-10 [23858]","MELILITITE [23858]","","","","CENOZOIC [23858]","","","","","VOL","","","","","WR [23858] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.567","","15.655","","40.233","","","","","","","","","","","","","","","1780150",
"[9727][11318][18179]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE","-2.72","-2.75","35.9","35.93","SAE","1158","1158","s_OL 198 [9727]","MELILITITE, OLIVINE [9727]","","","","","","","","","VOL","","","","","WR [9727] ","36.48","4.25","","7.52","","5.69","7.78","","14.28","13.78","0.22","","2.53","4.2","1.01","0.91","","","","0.16","","0.24","0.05","","","","","0.22","","","","","","","","","","","","","","","","","23","3.8","","","","","","","","","","500","","","25","","311","607","","","67.7","300","162","147","19.9","","","","1.4","59.6","1501","28.6","370","123","","","","","","","","","","","","0.7","956","95.3","180","20.5","76.5","13.5","3.94","9.66","1.25","6.3","0.972","2.29","0.274","1.66","0.232","8.11","7.66","","","","","","","","","6.49","","11.3","3.03","0.512767","","","0.703788","","19.861","","15.691","","39.765","","","","","","","","","","","","","","","179919",
"[9727][11318]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","DOROBO CONE","-2.72","-2.75","35.9","35.93","SAE","1158","1158","s_OL 343 [9727]","MELILITITE, OLIVINE [9727]","","","","","","","","","VOL","","","","","WR [9727] ","36.35","4.49","","7.12","","","","13.14","13.52","15.04","0.2","","2.36","3.64","0.95","0.74","","","","0.2","","0.12","0.03","","","","","0.1","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","35","","274","599","","","73","350","172","124","17","","","","","51","1121","31","377","123","","","","","","","","","","","","","983","","","","","","","","","","","","","","","8","10","","","","","","","","","7","","7","0","","","","","","","","","","","","","","","","","","","","","","","","","179921",
"[9727][11318]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","ARMYKON HILL LAKE NATRON","-2.6","-2.6","35.911","35.911","SAE","","","s_OL 12/2K [9727]","MELILITITE, OLIVINE [9727]","","","","","","","","","VOL","","","","","WR [9727] ","34.07","5.83","","6.92","","5.74","8.8","","16.47","9.8","0.22","","3.08","5.3","1.56","0.29","","","","0.29","","0.3","0.18","","","","","0.32","","","","","","","","","","","","","","","","","17","4.62","","","","","","","","","","","","","30","","375","218","","","57.1","128","197","167","21.8","","","","","61.2","1479","36.6","567","167","","","","","","","","","","","","0.71","908","124","249","29.3","114","19.9","5.99","15.1","1.83","9.04","1.34","3.11","0.372","2.11","0.281","12.7","11.9","","","","","","","","","8.78","","13.5","3.63","0.512773","","","0.703638","","","","","","","","","","","","","","","","","","","","","179924",
"[9727][11318]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LALARASI SINJA ELEDOI","-2.74","-2.76","35.973","35.983","SAE","","","s_OL 352 [9727]","MELILITITE, OLIVINE [9727]","","","","","","","","","VOL","","","","","WR [9727] ","36.38","4.27","","7.51","","","","12.77","13.47","14.92","0.21","","2.36","3.48","0.89","0.26","","","","0.44","","0.1","0.06","","","","","0.11","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","34","","264","481","","","67","296","176","119","16","","","","","51","1189","29","349","118","","","","","","","","","","","","","1168","","","","","","","","","","","","","","","7","8","","","","","","","","","6","","6","0","","","","","","","","","","","","","","","","","","","","","","","","","179927",
"[11090][9100]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT) / PODERE BELVEDERE FLOW","PIAN DI CELLE TUFF RING AND LAVA FLOW","42.95","42.95","13.63","13.63","SAE","","","s_VEN-5 [11090]","LAMPROITE [11090] / MELILITITE, LEUCITE-OLIVINE [9100]","500000 [11090]","500000 [11090]","UPPER [9100]","PLEISTOCENE [11090]","","","","INEQUIGRANULAR, FINE-GRAINED GROUNDMASS [9100] ","VOL","","","","","WR [11090] ","41.46","0.72","","12","","1.69","4.76","","15.61","12.93","0.11","","8.5","1.13","0.41","","","","","","","","","","","","","","","","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","793","","","","149","","","","","","","","475","1778","39","312","15","","","","","","","","","","","","","670","87","186","","","","","","","","","","","","","","","","","","","","","","","","","38","","0.512071","","","0.710557","","","","","","","","","","","","","","","","","","","","","179954",
"[9728]","RIFT VOLCANICS","EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / OLDOINYO LENGAI","LENGAI II, LOWER NE-FLANK, DOROBO CANYON","-2.7346","-2.7346","35.9502","35.9502","SAE","960","960","s_OL 247 [9728]","MELILITITE [9728]","","","","PLEISTOCENE [9728]","","","","","VOL","","","","","WR [9728] ","41.79","1.59","","14.2","","","","4.51","11.12","1.95","0.31","","4.7","10.67","0.89","","","","","","","","","","","","","","","","2.79","","","","","","","","","","","","","","","8.6","","","","","","","","","","","","","","","262","","","","15","6.3","40","190","29.5","0.97","3","","","75","2215","29","589","190","3","","","","","0.74","","2.9","","","","","1431","84","119","11.3","37.1","6.4","2.1","5.9","0.85","4.67","0.85","2.31","0.33","2.06","0.31","9.47","3.26","1.6","","","","","","","","24","","4.9","3.4","","","","","","","","","","","","","","","","","","","","","","","","","180331",
"[11034][7588]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE","PEDRA DELLA SCIMMIA","40.95","40.95","15.62","15.62","SAE","","","s_EL13 [11034]","MELILITITE [11034] / FOIDITE [7588]","","","UPPER [7588]","PLEISTOCENE [11034]","","","","","VOL","","","","","WR [11034] ","40.5","2","","13.02","","","","10.02","15.6","3.61","0.25","","4.86","3.96","1.26","","","","","","","","","","","","","","","","4.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","256","12","","","","12","75","180","","","","","","143","2440","73","559","137","","","","","","","","","","","","","2720","215","425","","190","36.6","8.28","27.2","","16.9","","6.2","","4.61","0.66","","","","","","","","","","","","","49","","","","","0.70646","","","","","","","","","","","","","","","","","","","","","180506",
"[11090][8194][15106]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","","42.95","42.95","13.63","13.63","SAE","","","s_VEN-2 [11090]","LAMPROITE [11090] / MELILITITE, LEUCITE [8194] / KAMAFUGITE [15106]","500000 [11090]","500000 [11090]","","PLEISTOCENE [11090]","","","","","VOL","","","","","WR [11090] ","41.52","0.76","","12.05","","1.68","4.88","","15.67","12.76","0.11","","8.36","1.2","0.43","","0.43","","","","","","","","","","","","","","0.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","147","746","","","39","136","","","","","","","","462","1819","41","341","16","","","","","","","","","","","","","720","95","191","","88","20","3.3","","1.4","","","","","3.1","0.43","9.2","0.84","","0.0000051","0.0000102","","","","","","","","38","","","","","","","","","","","","","","","","0.1888","","2.43","","","","","","","","180938",
"[11090][8194]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","","42.95","42.95","13.63","13.63","SAE","","","s_VEN-3 [11090]","LAMPROITE [11090] / MELILITITE, LEUCITE [8194]","500000 [11090]","500000 [11090]","","PLEISTOCENE [11090]","","","","","VOL","","","","","WR [11090] ","41.03","0.59","","12.39","","2.09","4.08","","15.5","13.09","0.1","","8.86","1.04","0.36","","0.17","","","","","","","","","","","","","","0.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","112","830","","","40","153","","","","","","","","458","1727","35","264","13","","","","","","","","","","","","","617","65","156","","71","14","2.7","","1.1","","","","","2","0.33","7.4","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","180939",
"[11090][8194]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","","42.95","42.95","13.63","13.63","SAE","","","s_VEN-4 [11090]","LAMPROITE [11090] / MELILITITE, LEUCITE [8194]","500000 [11090]","500000 [11090]","","PLEISTOCENE [11090]","","","","","VOL","","","","","WR [11090] ","41.55","0.71","","12.17","","1.84","4.56","","15.62","12.76","0.11","","8.53","1.2","0.42","","0.33","","","","","","","","","","","","","","0.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","787","","","","150","","","","","","","","480","1781","39","317","15","","","","","","","","","","","","","690","90","185","","","","","","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","180940",
"[24137]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","PIAN DI CELLE","42.95","42.95","13.63","13.63","SAE","","","s_SAV6 [24137]","MELILITITE, OLIVINE [24137]","","","","","","","","","VOL","","","","","WR [24137] ","41.1","0.692","","10.01","","","","6.34","15.74","12.89","0.117","","7.52","0.97","0.38","","","","","0.88","","","","","","","","","","","1.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","141","870","","","37","140","30","80","13","","","","","455","1670","27","336","13","","","","","","","","","","","","35","624","79.7","179","22.1","87.2","16.4","3.16","11.7","1.5","7.2","1.1","2.9","0.36","2.1","0.31","8.4","0.6","","","","","","","","","23","","34.5","5.9","0.5121","","","0.710590300799405","","18.7613977812171","","15.6826799860489","","39.0112065617757","","","","","","","","","","","","","","","1839816",
"[24137]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","PIAN DI CELLE","42.95","42.95","13.63","13.63","SAE","","","s_SAV10 [24137]","MELILITITE, LEUCITE-OLIVINE [24137]","","","","","","","","","VOL","","","","","WR [24137] ","41.15","0.729","","9.95","","","","6.44","16.08","12.56","0.121","","7.55","1.07","0.39","","","","","0.74","","","","","","","","","","","1.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","149","870","","","37","150","30","90","14","","","","","470","1744","30","313","14","","","","","","","","","","","","38.2","646","83.3","187","23.2","90.4","17.6","3.31","12","1.5","7.7","1.2","3.1","0.39","2.2","0.32","8.6","0.9","","","","","","","","","28","","38.1","5.1","","","","","","","","","","","","","","","","","","","","","","","","","1839817",
"[24137]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","PIAN DI CELLE","42.95","42.95","13.63","13.63","SAE","","","s_SAV12 [24137]","MELILITITE, LEUCITE-OLIVINE [24137]","","","","","","","","","VOL","","","","","WR [24137] ","41.95","0.746","","10.01","","","","6.62","15.35","12.79","0.123","","7.26","0.96","0.4","","","","","0.17","","","","","","","","","","","1.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","156","780","","","36","120","30","80","13","","","","","485","1768","30","353","15","","","","","","","","","","","","34.9","689","84.9","190","23.7","93","17.9","3.46","12.2","1.6","7.7","1.3","3","0.39","2.3","0.33","8.8","0.7","","","","","","","","","30","","38.6","9.8","","","","","","","","","","","","","","","","","","","","","","","","","1839818",
"[24137]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","PIAN DI CELLE","42.95","42.95","13.63","13.63","SAE","","","s_SAV14 [24137]","MELILITITE, LEUCITE-OLIVINE [24137]","","","","","","","","","VOL","","","","","WR [24137] ","46.78","0.884","","11.67","","","","7.96","4.72","10.98","0.144","","8.36","0.76","0.39","","","","","0.12","","","","","","","","","","","4.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","165","990","","","43","180","30","90","16","","","","","707","754","40","414","17","","","","","","","","","","","","40.5","845","97.7","218","26.8","106","19.8","3.96","14.5","1.8","9.3","1.6","4","0.52","3.1","0.44","10.6","0.8","","","","","","","","","33","","45.2","10.3","0.512049","","","0.710564766449686","","18.7643990926383","","15.6828800687219","","39.0094052316418","","","","","","","","","","","","","","","1839819",
"[24137]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","PIAN DI CELLE","42.95","42.95","13.63","13.63","SAE","","","s_SAV15 [24137]","MELILITITE, LEUCITE-OLIVINE [24137]","","","","","","","","","VOL","","","","","WR [24137] ","41.46","0.842","","10.18","","","","6.96","16.97","12.11","0.131","","7","0.96","0.46","","","","","0.04","","","","","","","","","","","0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","172","800","","","40","140","40","90","15","","","","","450","1912","34","406","16","","","","","","","","","","","","35.2","719","95.4","214","26.3","104","19.2","3.81","14.2","1.8","8.7","1.4","3.5","0.48","2.8","0.4","10.3","0.8","","","","","","","","","34","","43.9","11.2","","","","0.710585681959839","","18.7597970817925","","15.6823798620396","","39.00700345813","","","","","","","","","","","","","","","1839820",
"[24137]","CONVERGENT MARGIN","APENNINIC-MAGHREBIDES CHAIN / APENNINE / UMBRIA-LATIUM-ABRUZZO DISTRICT / SAN VENANZO (VULSINI VOLCANIC DISTRICT)","CELLI","42.95","42.95","13.63","13.63","SAE","","","s_SAV18 [24137]","MELILITITE, LEUCITE-OLIVINE [24137]","","","","","","","","","VOL","","","","","WR [24137] ","45.08","0.812","","11.01","","","","7.32","6.85","14","0.132","","6.14","0.42","0.43","","","","","0.33","","","","","","","","","","","5.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","165","850","","","40","160","30","100","15","","","","","625","329","33","383","16","","","","","","","","","","","","39.5","718","94.3","200","25.5","102","18.7","3.67","13.3","1.7","8.2","1.3","3.3","0.43","2.6","0.37","9.4","0.8","","","","","","","","","11","","41.3","9.8","0.512049","","","0.710529482627877","","18.7519936720974","","15.6698746949821","","38.953764145284","","","","","","","","","","","","","","","1839821",
"[16837]","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE / SALPETRE KOP","","-32.35","-32.35","20.9","20.9","SAE","","","s_C25 [16837]","MELILITITE, OLIVINE [16837]","","","","MESOZOIC [16837]","","","","","VOL","","","","","WR [16837] ","36.39","2.36","","7.49","","0.61","9.41","","15.89","17.92","0.19","","1.35","2.79","1.07","","","0.28","","","","","","","","","","","","","3.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192033",
"[16837]","INTRAPLATE VOLCANICS","NAMAQUALAND NATAL BELT / SOUTH AFRICA / WESTERN CAPE PROVINCE / SALPETRE KOP","","-32.35","-32.35","20.9","20.9","SAE","","","s_C27 [16837]","MELILITITE, OLIVINE [16837]","","","","MESOZOIC [16837]","","","","","VOL","","","","","WR [16837] ","32.75","1.86","","6.88","","0.06","8.54","","13.71","14.18","0.18","","2.67","1.54","0.87","","","0.29","","9.04","","","","","","","","","","","7.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192034",
