"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-10 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","40.13","0.38","","5.69","","","12.53","","5.72","26","0.18","","0.13","0.28","0.04","","","","","","","","","","","","","","","","6.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126","3647","","","146","1306","136","63","","","","","","8","58","4","24","4","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179747",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-11 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.05","0.47","","5.63","","","13.15","","4.76","26.98","0.2","","0.2","0.28","0.05","","","","","","","","","","","","","","","","5.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","134","3810","","","161","1374","181","83","","","","","","9","91","5","28","5","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179748",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-12 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.05","0.4","","5.76","","","12.72","","5.5","26.6","0.19","","0.15","0.9","0.04","","","","","","","","","","","","","","","","5.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135","3690","","","159","1310","122","73","","","","","","7","76","5","21","4","","","","","","","","","","","","","79","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179749",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-13 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.29","0.47","","5.79","","","13.28","","5.2","27.01","0.19","","0.17","0.38","0.04","","","","","","","","","","","","","","","","3.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156","3747","","","161","1342","152","71","","","","","","8","66","5","26","5","","","","","","","","","","","","","75","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179750",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-14 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","39.98","0.34","","7.12","","","12.5","","5.22","27.16","0.17","","0.13","0.33","0.03","","","","","","","","","","","","","","","","5.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","3682","","","148","1362","137","60","","","","","","6","85","3","19","4","","","","","","","","","","","","","66","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179751",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-22 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","43.77","0.56","","9.1","","","11.15","","7.61","20.73","0.17","","0.22","1.31","0.04","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158","2611","","","132","1093","169","57","","","","","","8","115","7","30","5","","","","","","","","","","","","","91","6","16","","7","1.8","0.56","","0.3","","","","","1.12","0.16","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179752",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-15 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","47.24","0.96","","10.41","","","12.09","","8.5","17.45","0.18","","0.52","1.21","0.1","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","41","","209","2025","","","135","803","192","70","","","","","","15","129","12","66","7","","","","","","","","","","","","","153","12.7","28","","15","3.43","1.03","","0.6","","","","","1.98","0.3","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179753",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CC-71 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","46.81","0.98","","9.14","","","12.28","","7.09","20.76","0.18","","0.49","0.86","0.11","","","","","","","","","","","","","","","","0.61","","","","","","","","","","","","","","","","","","","","","","","","227.9","","","","","","2.1","2441","","","132","894","170","76","","","","","","17","131","12","67","7","","","","","","","","","","","","","153","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179787",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CC-52 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","42.98","0.7","","6.87","","","13.26","","6.21","23.61","0.18","","0.31","0.32","0.07","","","","","","","","","","","","","","","","4.46","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178","2590","","","165","1041","91","84","","","","","","11","107","8","44","6","","","","","","","","","","","","","112","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179805",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CC-53 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.61","0.61","","5.83","","","13.51","","5.09","25.06","0.19","","0.22","0.2","0.06","","","","","","","","","","","","","","","","6.23","","","","","","","","","","","","","","","","","","","","","","","","167.8","","","","","","163","2704","","","162","1149","178","84","","","","","","9","72","7","34","5","","","","","","","","","","","","","95","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179806",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CC-54 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.63","0.57","","5.72","","","13.75","","4.63","25.82","0.19","","0.17","0.19","0.06","","","","","","","","","","","","","","","","5.82","","","","","","","","","","","","","","","","","","","","","","","","348","","","","","","149","2818","","","165","1201","184","87","","","","","","8","94","6","34","5","","","","","","","","","","","","","89","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179807",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CC-55 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","40.33","0.3","","6.4","","","12.89","","5.77","25.57","0.18","","0.07","0.01","0.03","","","","","","","","","","","","","","","","7.23","","","","","","","","","","","","","","","","","","","","","","","","356","","","","","","133","2692","","","162","1195","129","90","","","","","","5","71","3","11","3","","","","","","","","","","","","","57","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179808",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CC-57 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.08","0.2","","6.26","","","12.66","","6.33","25.55","0.18","","0.1","0.12","0.02","","","","","","","","","","","","","","","","6.34","","","","","","","","","","","","","","","","","","","","","","","","60.1","","","","","","108","2560","","","168","1160","25","61","","","","","","5","119","2","5","3","","","","","","","","","","","","","88","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179809",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-32 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","40.88","0.7","","5.56","","","13.88","","3.65","25.87","0.18","","0.32","0.61","0.09","","","","","","","","","","","","","","","","6.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157","3719","","","167","1384","144","74","","","","","","10","88","7","39","5","","","","","","","","","","","","","136","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179815",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION / MUSKOX KEEL DIKE","COPPERMINE RIVER SECTION","67","67","-115","-115","SAE","","","s_CR-31 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","48.99","1.02","","8.97","","","11.3","","6.92","18.82","0.18","","0.68","1.23","0.09","","","","","","","","","","","","","","","","0.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212","1548","","","115","717","175","69","","","","","","16","132","13","65","7","","","","","","","","","","","","","167","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179816",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","PYRRHOTITE LAKE SECTION","67","67","-115","-115","SAE","","","s_PO-4 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","39.24","0.58","","5.35","","","13.46","","2.69","26.52","0.18","","0.2","","0.06","","","","","","","","","","","","","","","","10.02","","","","","","","","","","","","","","","","","","","","","","","","64.1","","","","13.9","","128","3075","","","182","1373","231","55","","","","","","10","71","6","34","5","","0.005","0.00094","0.003","","","","","","","","","97","4.6","14","","8","1.52","0.54","","0.27","","0.3","","","0.8","0.12","1.3","0.2","","","0.0026","0.00248","0.007","0.00028","","","2","","1.2","0.3","","","","","","","","","","","","","","","","","","","","","","","","","1179817",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","PYRRHOTITE LAKE SECTION","67","67","-115","-115","SAE","","","s_PO-5 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.18","0.6","","5.94","","","13.04","","3.77","25.99","0.19","","0.2","0.08","0.05","","","","","","","","","","","","","","","","7.24","","","","","","","","","","","","","","","","","","","","","","","","287.6","","","","15.5","","141","3875","","","178","1415","156","85","","","","","","9","84","6","32","5","","","","","","","","","","","","","105","4.7","12","","8","1.46","0.52","","0.29","","0.3","","","0.9","0.1","1.2","0.4","","","","","","","","","2","","1.1","0.2","","","","","","","","","","","","","","","","","","","","","","","","","1179818",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","PYRRHOTITE LAKE SECTION","67","67","-115","-115","SAE","","","s_PO-6 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","42.19","0.75","","6.62","","","12.93","","4.34","24.71","0.18","","0.35","0.19","0.07","","","","","","","","","","","","","","","","5.79","","","","","","","","","","","","","","","","","","","","","","","","332","","","","16.9","","157","4471","","","176","1340","181","70","","","","","","11","96","8","45","5","","0.006","0.00094","0.007","","","","","","","","","129","6.1","18","","8","1.89","0.62","","0.31","","0.4","","","1","0.18","2","0.4","","","0.0038","0.00311","0.007","0.00073","","","2","","1.6","0.3","","","","","","","","","","","","","","","","","","","","","","","","","1179819",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","PYRRHOTITE LAKE SECTION","67","67","-115","-115","SAE","","","s_PO-7 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","42.92","0.83","","7.27","","","13.12","","5","23.58","0.19","","0.39","0.18","0.09","","","","","","","","","","","","","","","","4.64","","","","","","","","","","","","","","","","","","","","","","","","579.9","","","","18.5","","172","4904","","","177","1210","142","68","","","","","","13","133","9","50","6","","","","","","","","","","","","","175","7","20","","10","2.22","0.73","","0.32","","0.6","","","1.1","0.23","2.1","0.4","","","","","","","","","3","","1.5","0.3","","","","","","","","","","","","","","","","","","","","","","","","","1179820",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","EQUINOX GRID SECTION","67","67","-115","-115","SAE","","","s_EQ-13 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","44.71","0.98","","8.18","","","12.71","","6.38","20.43","0.18","","0.54","1.53","0.09","","","","","","","","","","","","","","","","2.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199","2107","","","138","978","158","78","","","","","","15","135","11","64","6","","","","0.0231","","","","","","","","","155","","","","","","","","","","","","","","","","","","","","0.0013","0.0223","0.0082","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179869",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","EQUINOX GRID SECTION","67","67","-115","-115","SAE","","","s_EQ-14 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","43.39","0.81","","7.26","","","12.62","","5.72","22.72","0.18","","0.46","0.5","0.08","","","","","","","","","","","","","","","","4.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175","2382","","","138","1085","136","72","","","","","","14","154","9","53","6","","","","0.0037","","","","","","","","","144","","","","","","","","","","","","","","","","","","","","0.0016","0.0297","0.0049","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179870",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","EQUINOX GRID SECTION","67","67","-115","-115","SAE","","","s_EQ-28 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.03","0.61","","5.35","","","13.35","","4.23","27.01","0.18","","0.27","0.25","0.07","","","","","","","","","","","","","","","","6.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149","2933","","","159","1343","114","78","","","","","","11","80","6","37","5","","","","","","","","","","","","","103","6.6","16","","6","1.9","0.77","","0.5","","","","","1.2","0.16","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179871",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","EQUINOX GRID SECTION","67","67","-115","-115","SAE","","","s_EQ-29 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","40.73","0.58","","5.19","","","13.23","","3.84","27.16","0.18","","0.25","0.71","0.06","","","","","","","","","","","","","","","","7.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","131","2858","","","163","1300","86","72","","","","","","11","65","6","35","5","","","","0.0122","","","","","","","","","97","","","","","","","","","","","","","","","","","","","","0.0016","0.0149","0.0131","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179872",
"[6990][7766][10693]","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES","KSDP CORED SECTION","21.34","21.34","-157.85","-157.85","SAE","","","s_1 [6990] / s_KSDPUNIT 1 [7766] / s_KSDP UNIT 1 [10693]","THOLEIITIC BASALT [6990] / PICRITE [7766]","","","","","","","","","VOL","303.8","303.8","","","WR [6990] ","49.34","1.59","","11.32","","","","10.55","8.2","15.42","0.17","","0.27","1.94","0.18","","","","","","","","","","","","","","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.3","","193","746","","","","596","","104","","","","","","3.16","249","19.4","95","7.06","","","","","","","","","","","","","69.1","7.18","17.6","2.68","12.8","3.56","1.22","3.87","0.623","3.55","0.698","1.78","0.259","1.49","0.216","2.47","0.474","","","","","","","","","0.976","","0.497","0.136","","","","0.703841","","18.0239","","15.4498","","37.8254","","","","","","","","","","","","","","","117988",
"[6990][7766]","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES","KSDP CORED SECTION","21.34","21.34","-157.85","-157.85","SAE","","","s_2 [6990] / s_KSDPUNIT 2 [7766]","THOLEIITIC BASALT [6990] / PICRITE [7766]","","","","","","","","","VOL","308.4","308.4","E","","WR [6990] ","48.14","1.36","","9.87","","","","11.07","7.23","18.62","0.17","","0.15","1.65","0.16","","","","","","","","","","","","","","","","-0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.2","","175","797","","","","769","","109","","","","","","1.85","225","17.3","85","6.15","","","","","","","","","","","","","60.7","6.17","15.3","2.36","11.2","3.15","1.09","3.45","0.555","3.1","0.617","1.55","0.227","1.34","0.19","2.19","0.41","","","","","","","","","1.14","","0.434","0.123","","","","","","","","","","","","","","","","","","","","","","","","","117989",
"[6990][7766]","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES","KSDP CORED SECTION","21.34","21.34","-157.85","-157.85","SAE","","","s_3 [6990] / s_KSDPUNIT 3 [7766]","THOLEIITIC BASALT [6990] / PICRITE [7766]","","","","","","","","","VOL","308.9","308.9","","","WR [6990] ","49.27","1.54","","10.95","","","","10.64","7.95","15.95","0.17","","0.26","1.83","0.18","","","","","","","","","","","","","","","","0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6","","183","717","","","","594","","105","","","","","","3.44","250","19.9","98","7.14","","","","","","","","","","","","","66.1","7.53","18.9","2.78","13.1","3.72","1.31","4.05","0.653","3.69","0.705","1.91","0.261","1.54","0.218","2.63","0.489","","","","","","","","","1.12","","0.524","0.152","","","","","","","","","","","","","","","","","","","","","","","","","117990",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","ESKER GRID SECTION","67","67","-115","-115","SAE","","","s_ES-6 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","42.44","0.86","","6.74","","","13.21","","5.14","23.95","0.19","","0.19","0.16","0.05","","","","","","","","","","","","","","","","5.1","","","","","","","","","","","","","","","","","","","","","","","","160","","","","","","164","3826","","","168","998","234","95","","","","","","11","125","7","43","6","","","","","","","","","","","","","170","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179916",
"[6990][7766]","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES","KSDP CORED SECTION","21.34","21.34","-157.85","-157.85","SAE","","","s_5 [6990] / s_KSDPUNIT 5 [7766]","THOLEIITIC BASALT [6990] / PICRITE [7766]","","","","","","","","","VOL","314.4","314.4","","","WR [6990] ","50.36","1.56","","11.37","","","","10.35","7.9","14.55","0.16","","0.22","1.91","0.19","","","","","","","","","","","","","","","","0.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.4","","175","801","","","","576","","105","","","","","","2.71","259","18.9","98","6.29","","","","","","","","","","","","","72.9","6.68","17.4","2.55","12.6","3.6","1.29","3.93","0.636","3.56","0.689","1.78","0.254","1.5","0.21","2.56","0.422","","","","","","","","","0.828","","0.465","0.143","","","","","","","","","","","","","","","","","","","","","","","","","117992",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","STANBRIDGE SECTION","67","67","-115","-115","SAE","","","s_ST-6 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","46.57","0.81","","8.62","","","11.57","","6.67","19.9","0.18","","0.71","0.96","0.08","","","","","","","","","","","","","","","","2.97","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","1513","","","121","668","120","80","","","","","","18","117","10","55","6","","","","","","","","","","","","","153","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179922",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","STANBRIDGE SECTION","67","67","-115","-115","SAE","","","s_ST-7 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","42.17","0.62","","6.72","","","9.14","","5.13","25.12","0.15","","0.39","0.69","0.06","","","","","","","","","","","","","","","","7.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145","4049","","","110","1535","98","47","","","","","","11","80","80","37","5","","","","","","","","","","","","","90","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179923",
"[18275]","CONTINENTAL FLOOD BASALT","MACKENZIE LARGE IGNEOUS PROVINCE / MUSKOX LAYERED INTRUSION","STANBRIDGE SECTION","67","67","-115","-115","SAE","","","s_ST-8 [18275]","PICRITE [18275]","","","","PROTEROZOIC [18275]","","","","","VOL","","","","","WR [18275] ","41.05","0.52","","5.9","","","9.7","","3.98","27.58","0.16","","0.25","0.33","0.05","","","","","","","","","","","","","","","","8.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","5139","","","113","1791","103","42","","","","","","9","75","6","29","5","","","","","","","","","","","","","82","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179924",
"[6990][7766][10693]","OCEAN ISLAND","HAWAIIAN ISLANDS / OAHU / KOOLAU / SHIELD STAGE / KOOLAU SERIES","KSDP CORED SECTION","21.34","21.34","-157.85","-157.85","SAE","","","s_6 [6990] / s_KSDPUNIT 6 [7766] / s_KSDP UNIT 6 [10693]","THOLEIITIC BASALT [6990] / PICRITE [7766]","","","","","","","","","VOL","316.6","316.6","","","WR [6990] ","50.14","1.54","","11.22","","","","10.37","7.87","15.07","0.16","","0.29","1.89","0.18","","","","","","","","","","","","","","","","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","179","794","","","","588","","104","","","","","","3.55","261","18.9","97","6.28","","","","","","","","","","","","","66.1","6.81","16.8","2.66","12.8","3.66","1.29","3.9","0.623","3.5","0.678","1.75","0.241","1.44","0.203","2.53","0.43","","","","","","","","","0.795","","0.455","0.14","","","","","","18.0147","","15.4489","","37.8193","","","","","","","","","","","","","","","117993",
